Block_Number,Transaction_Hash,Previous_Block_Hash,Batch_ID,Drug_ID,Drug_Name,Supplier_ID,Event_Type,Actor_Role,Actor_ID,Timestamp,Location,Quantity_Units,Unit_Price_INR,Verification_Status,Verified_By_Nodes,Consensus_pct,Smart_Contract_ID,Anomaly_Flag,Block_Size_KB,Price_Deviation_Score,Transaction_Frequency,Geographic_Inconsistency_Score,Quantity_Deviation_Score,Event_Time_Gap_Hours,Low_Consensus_Flag,Unverified_Flag,Anomaly_Label
2040,0x32f824354743e82f12d92d8eb59317eec7cc29ed6cad4e1ccda084ec33e7ac53,0x46a95adce07658528b78eb52617ebfa95bdf2325b00969f7c9ecbb922547263d,BAT000510,DRG0510,Amoxicillin 250mg Variant-509,SUP012,Received,Distributor,ACT6565,2024-06-24,Delhi Cold Hub,1769,1192.61,Verified,Node_Bengaluru|Node_Mumbai|Node_Hyderabad|Node_Chennai,80.0,SC-SUP012-DRG0510,No,3.01,0.0,1,3,0.0,48.0,0,0,0
2041,0x7048237a06fdb855ef33da2cffdb64fcb1fe36d62ac9ad157c3356dec402cfa6,0x32f824354743e82f12d92d8eb59317eec7cc29ed6cad4e1ccda084ec33e7ac53,BAT000511,DRG0511,Amoxicillin 250mg Variant-510,SUP009,Production,Manufacturer,ACT6992,2025-02-27,Bengaluru Pharma Hub,1387,5475.53,Verified,Node_Mumbai|Node_Delhi|Node_Bengaluru|Node_Chennai,80.0,SC-SUP009-DRG0511,No,3.52,0.0,1,2,0.0,0.0,0,0,0
2042,0x07af81ebf643b2feda4e16c4841a3d716f4e720b517ca316ae3ebf7ae745e0b9,0x7048237a06fdb855ef33da2cffdb64fcb1fe36d62ac9ad157c3356dec402cfa6,BAT000511,DRG0511,Amoxicillin 250mg Variant-510,SUP009,Quality_Check,QC_Inspector,ACT8214,2025-02-28,Lucknow Store,1387,5475.53,Verified,Node_Delhi|Node_Hyderabad|Node_Chennai,60.0,SC-SUP009-DRG0511,No,5.0,0.0,1,2,0.0,24.0,1,0,0
2043,0x9e7ee5f98a068c5da83a6f6b9fb469f6411a3d8da4c57901364e6c8c4867ddd0,0x07af81ebf643b2feda4e16c4841a3d716f4e720b517ca316ae3ebf7ae745e0b9,BAT000511,DRG0511,Amoxicillin 250mg Variant-510,SUP009,Dispatch,Logistics_Manager,ACT2318,2025-03-03,Lucknow Store,1387,5475.53,Verified,Node_Delhi|Node_Mumbai|Node_Chennai|Node_Bengaluru,80.0,SC-SUP009-DRG0511,No,6.71,0.0,1,2,0.0,72.0,0,0,0
2044,0x25c59360c394cb1ca5b25dc0d77bee1291877157d8d35cb7c9b89767bde56bab,0x9e7ee5f98a068c5da83a6f6b9fb469f6411a3d8da4c57901364e6c8c4867ddd0,BAT000511,DRG0511,Amoxicillin 250mg Variant-510,SUP009,Received,Distributor,ACT1630,2025-03-07,Delhi Cold Hub,1387,5475.53,Verified,Node_Delhi|Node_Hyderabad|Node_Bengaluru|Node_Mumbai,80.0,SC-SUP009-DRG0511,No,8.23,0.0,2,2,0.0,96.0,0,0,0
2045,0xeaf0a2351a731b117262ce7ee4fc96789dc2e08a8a51fe54cce5bed15c5ce3ff,0x25c59360c394cb1ca5b25dc0d77bee1291877157d8d35cb7c9b89767bde56bab,BAT000512,DRG0512,Amoxicillin 250mg Variant-511,SUP017,Production,Manufacturer,ACT6830,2025-06-06,Lucknow Store,3488,3799.74,Verified,Node_Bengaluru|Node_Mumbai|Node_Chennai|Node_Hyderabad,80.0,SC-SUP017-DRG0512,No,7.86,0.0,1,3,0.0,0.0,0,0,0
2046,0xe9e06f06d183f13f28477c09e7b8513dfea66581e4120611371b1dfd0e04b045,0xeaf0a2351a731b117262ce7ee4fc96789dc2e08a8a51fe54cce5bed15c5ce3ff,BAT000512,DRG0512,Amoxicillin 250mg Variant-511,SUP017,Quality_Check,QC_Inspector,ACT6323,2025-06-08,Bengaluru Pharma Hub,3488,3799.74,Verified,Node_Chennai|Node_Bengaluru|Node_Hyderabad|Node_Delhi|Node_Mumbai,100.0,SC-SUP017-DRG0512,No,3.18,0.0,1,3,0.0,48.0,0,0,0
2047,0xa4867a02253a78d772acbc4a52cacfdb44772848ef1375f0c6c8d59f12c52a59,0xe9e06f06d183f13f28477c09e7b8513dfea66581e4120611371b1dfd0e04b045,BAT000512,DRG0512,Amoxicillin 250mg Variant-511,SUP017,Dispatch,Logistics_Manager,ACT7578,2025-06-09,Delhi Cold Hub,3488,3799.74,Verified,Node_Delhi|Node_Chennai|Node_Bengaluru,60.0,SC-SUP017-DRG0512,No,3.8,0.0,1,3,0.0,24.0,1,0,0
2048,0xd5f981ba9daa2881c38bf2f95a2da090aeb9aff7c8bcc38d59e30337355cd91a,0xa4867a02253a78d772acbc4a52cacfdb44772848ef1375f0c6c8d59f12c52a59,BAT000512,DRG0512,Amoxicillin 250mg Variant-511,SUP017,Received,Distributor,ACT9373,2025-06-13,Mumbai Warehouse,3488,3799.74,Verified,Node_Hyderabad|Node_Delhi|Node_Chennai|Node_Mumbai|Node_Bengaluru,100.0,SC-SUP017-DRG0512,No,3.05,0.0,1,3,0.0,96.0,0,0,0
2049,0x969580762eebf698829506fc1106cb96e415d4eed273e7a1876b91e1f11fbbe4,0xd5f981ba9daa2881c38bf2f95a2da090aeb9aff7c8bcc38d59e30337355cd91a,BAT000513,DRG0513,Amoxicillin 250mg Variant-512,SUP005,Production,Manufacturer,ACT8977,2025-04-01,Delhi Cold Hub,2291,1179.87,Verified,Node_Chennai|Node_Delhi|Node_Mumbai|Node_Hyderabad,80.0,SC-SUP005-DRG0513,No,7.98,0.0,1,2,0.0,0.0,0,0,0
2050,0x9a7dc924567fd3e6f17fa6e0e22c7310681a7a710b4b4f9c1c00523c636c381f,0x969580762eebf698829506fc1106cb96e415d4eed273e7a1876b91e1f11fbbe4,BAT000513,DRG0513,Amoxicillin 250mg Variant-512,SUP005,Quality_Check,QC_Inspector,ACT6351,2025-04-03,Delhi Cold Hub,2291,1179.87,Verified,Node_Delhi|Node_Mumbai|Node_Chennai|Node_Bengaluru,80.0,SC-SUP005-DRG0513,No,8.31,0.0,2,2,0.0,48.0,0,0,0
2051,0x706487eb57a9ad18a1b7d1bf13813aba40e35c6e7ed2398258e7104f3e0ce9a9,0x9a7dc924567fd3e6f17fa6e0e22c7310681a7a710b4b4f9c1c00523c636c381f,BAT000513,DRG0513,Amoxicillin 250mg Variant-512,SUP005,Dispatch,Logistics_Manager,ACT9772,2025-04-07,Lucknow Store,2291,1179.87,Verified,Node_Chennai|Node_Hyderabad|Node_Delhi|Node_Bengaluru|Node_Mumbai,100.0,SC-SUP005-DRG0513,No,4.65,0.0,1,2,0.0,96.0,0,0,0
2052,0x7c222fb9bbbe3b79899cafbe7bb699058d09ef7ffdee2c8b403198019add58c6,0x706487eb57a9ad18a1b7d1bf13813aba40e35c6e7ed2398258e7104f3e0ce9a9,BAT000513,DRG0513,Amoxicillin 250mg Variant-512,SUP005,Received,Distributor,ACT2332,2025-04-12,Jaipur Depot,2291,1179.87,Verified,Node_Hyderabad|Node_Mumbai|Node_Bengaluru|Node_Delhi,80.0,SC-SUP005-DRG0513,No,1.97,0.0,1,2,0.0,120.0,0,0,0
2053,0x494b51d8ff3b014d306360887b99e1d1adeaa4485a85831764833e70344649ee,0x7c222fb9bbbe3b79899cafbe7bb699058d09ef7ffdee2c8b403198019add58c6,BAT000514,DRG0514,Amoxicillin 250mg Variant-513,SUP010,Production,Manufacturer,ACT8777,2025-02-14,Ahmedabad Hub,861,2053.12,Verified,Node_Hyderabad|Node_Bengaluru|Node_Delhi|Node_Chennai|Node_Mumbai,100.0,SC-SUP010-DRG0514,No,4.68,0.0,1,2,0.0,0.0,0,0,0
2054,0xe8af682ed1654b0ff21d8de1c350b6a8d1d77a68bef7575e51d013bcd83d7a31,0x494b51d8ff3b014d306360887b99e1d1adeaa4485a85831764833e70344649ee,BAT000514,DRG0514,Amoxicillin 250mg Variant-513,SUP010,Quality_Check,QC_Inspector,ACT6601,2025-02-16,Hyderabad Depot,861,2053.12,Verified,Node_Bengaluru|Node_Delhi|Node_Hyderabad|Node_Chennai|Node_Mumbai,100.0,SC-SUP010-DRG0514,No,8.09,0.0,2,2,0.0,48.0,0,0,0
2055,0x5c5e992d54eb25b72697f8ca39120e89e36600e814cc88d4149a60a1990b1e09,0xe8af682ed1654b0ff21d8de1c350b6a8d1d77a68bef7575e51d013bcd83d7a31,BAT000514,DRG0514,Amoxicillin 250mg Variant-513,SUP010,Dispatch,Logistics_Manager,ACT6049,2025-02-17,Mumbai Warehouse,861,2053.12,Verified,Node_Mumbai|Node_Bengaluru|Node_Delhi,60.0,SC-SUP010-DRG0514,No,4.65,0.0,2,2,0.0,24.0,1,0,0
2056,0xef2d0a35e2d824d2f1428e458c6b271f518fac94f7982b5fa17585ec41993776,0x5c5e992d54eb25b72697f8ca39120e89e36600e814cc88d4149a60a1990b1e09,BAT000514,DRG0514,Amoxicillin 250mg Variant-513,SUP010,Received,Distributor,ACT7272,2025-02-20,Mumbai Warehouse,861,2053.12,Verified,Node_Hyderabad|Node_Chennai|Node_Bengaluru,60.0,SC-SUP010-DRG0514,No,1.79,0.0,2,2,0.0,72.0,1,0,0
2057,0xaee260155c9f22ef88fa19a2e9c233b065bd2db86c290fab8b70e84ade2e5195,0xef2d0a35e2d824d2f1428e458c6b271f518fac94f7982b5fa17585ec41993776,BAT000515,DRG0515,Amoxicillin 250mg Variant-514,SUP005,Production,Manufacturer,ACT7521,2025-07-12,Kolkata Cold Chain,1218,6812.89,Verified,Node_Mumbai|Node_Hyderabad|Node_Bengaluru,60.0,SC-SUP005-DRG0515,No,3.23,0.0,4,3,0.0,0.0,1,0,0
2058,0xbe250ea6248272f9c521b7ffebe1f2c8db1a14807a82955208ceccd16c9d3a10,0xaee260155c9f22ef88fa19a2e9c233b065bd2db86c290fab8b70e84ade2e5195,BAT000515,DRG0515,Amoxicillin 250mg Variant-514,SUP005,Quality_Check,QC_Inspector,ACT6063,2025-07-17,Hyderabad Depot,1218,6812.89,Verified,Node_Delhi|Node_Chennai|Node_Mumbai|Node_Hyderabad|Node_Bengaluru,100.0,SC-SUP005-DRG0515,No,7.19,0.0,2,3,0.0,120.0,0,0,0
2059,0x3119460d9b42e8fbe6bfb39afcfe62376e315c0ea69c7889c511cfb5221c42ca,0xbe250ea6248272f9c521b7ffebe1f2c8db1a14807a82955208ceccd16c9d3a10,BAT000515,DRG0515,Amoxicillin 250mg Variant-514,SUP005,Dispatch,Logistics_Manager,ACT4684,2025-07-22,Chennai Port,1218,6812.89,Verified,Node_Mumbai|Node_Bengaluru|Node_Hyderabad,60.0,SC-SUP005-DRG0515,No,2.33,0.0,2,3,0.0,120.0,1,0,0
2060,0xcd5b203c697f2c2eba02666779e9c8d536a4ac3bb4a911dd77bf3f1a04890286,0x3119460d9b42e8fbe6bfb39afcfe62376e315c0ea69c7889c511cfb5221c42ca,BAT000515,DRG0515,Amoxicillin 250mg Variant-514,SUP005,Received,Distributor,ACT3696,2025-07-26,Lucknow Store,1218,6812.89,Verified,Node_Delhi|Node_Mumbai|Node_Chennai|Node_Bengaluru|Node_Hyderabad,100.0,SC-SUP005-DRG0515,No,3.09,0.0,1,3,0.0,96.0,0,0,0
2061,0x1724832db2839a6aaecbe9854d8e9e472d474c8a91ae208b2c0b9c18cb61fdfc,0xcd5b203c697f2c2eba02666779e9c8d536a4ac3bb4a911dd77bf3f1a04890286,BAT000516,DRG0516,Amoxicillin 250mg Variant-515,SUP014,Production,Manufacturer,ACT2350,2024-06-06,Kolkata Cold Chain,1924,7629.44,Verified,Node_Mumbai|Node_Chennai|Node_Hyderabad,60.0,SC-SUP014-DRG0516,No,6.66,0.0,2,2,0.0,0.0,1,0,0
2062,0x5273e81e56954110b8e2af781887e8c9e7a8a66db0caf04d8b5bba34ab7c6c7f,0x1724832db2839a6aaecbe9854d8e9e472d474c8a91ae208b2c0b9c18cb61fdfc,BAT000516,DRG0516,Amoxicillin 250mg Variant-515,SUP014,Quality_Check,QC_Inspector,ACT1214,2024-06-10,Ahmedabad Hub,1924,7629.44,Verified,Node_Chennai|Node_Hyderabad|Node_Delhi|Node_Bengaluru|Node_Mumbai,100.0,SC-SUP014-DRG0516,No,8.31,0.0,2,2,0.0,96.0,0,0,0
2063,0x3884430936a29f6e5d066b9c228d4bd98cbccd53beabe7ebcb9e9a762bcca981,0x5273e81e56954110b8e2af781887e8c9e7a8a66db0caf04d8b5bba34ab7c6c7f,BAT000516,DRG0516,Amoxicillin 250mg Variant-515,SUP014,Dispatch,Logistics_Manager,ACT3420,2024-06-11,Lucknow Store,1924,7629.44,Verified,Node_Chennai|Node_Bengaluru|Node_Mumbai|Node_Delhi|Node_Hyderabad,100.0,SC-SUP014-DRG0516,No,2.33,0.0,1,2,0.0,24.0,0,0,0
2064,0x6e9da4e2f22ad2aa385dc7244e8a298fecad3e502d8486d3efe39504d13c67f9,0x3884430936a29f6e5d066b9c228d4bd98cbccd53beabe7ebcb9e9a762bcca981,BAT000516,DRG0516,Amoxicillin 250mg Variant-515,SUP014,Received,Distributor,ACT4322,2024-06-15,Kolkata Cold Chain,1924,7629.44,Verified,Node_Bengaluru|Node_Delhi|Node_Hyderabad|Node_Mumbai,80.0,SC-SUP014-DRG0516,No,4.59,0.0,1,2,0.0,96.0,0,0,0
2065,0x01ab345a71c6b7168d33f43f16a7e04b261b2b311831e4d998988b7d93f0d196,0x6e9da4e2f22ad2aa385dc7244e8a298fecad3e502d8486d3efe39504d13c67f9,BAT000517,DRG0517,Amoxicillin 250mg Variant-516,SUP001,Production,Manufacturer,ACT4111,2024-09-10,Ahmedabad Hub,4217,5758.47,Verified,Node_Chennai|Node_Mumbai|Node_Hyderabad,60.0,SC-SUP001-DRG0517,No,1.55,0.0,2,3,0.0,0.0,1,0,0
2066,0x4be13e4c61f91bb54a5ac0449d725feae0696a0e563bf11ea6d6a2badc55a160,0x01ab345a71c6b7168d33f43f16a7e04b261b2b311831e4d998988b7d93f0d196,BAT000517,DRG0517,Amoxicillin 250mg Variant-516,SUP001,Quality_Check,QC_Inspector,ACT5811,2024-09-13,Kolkata Cold Chain,4217,5758.47,Verified,Node_Hyderabad|Node_Mumbai|Node_Bengaluru|Node_Chennai,80.0,SC-SUP001-DRG0517,No,5.28,0.0,1,3,0.0,72.0,0,0,0
2067,0xb1fe4b7d2c3ceecb814cbcbe9af53a1aef8ed86249ea66847ed8f2e8b3647d27,0x4be13e4c61f91bb54a5ac0449d725feae0696a0e563bf11ea6d6a2badc55a160,BAT000517,DRG0517,Amoxicillin 250mg Variant-516,SUP001,Dispatch,Logistics_Manager,ACT6299,2024-09-14,Hyderabad Depot,4217,5758.47,Verified,Node_Hyderabad|Node_Delhi|Node_Mumbai,60.0,SC-SUP001-DRG0517,No,8.21,0.0,1,3,0.0,24.0,1,0,0
2068,0xe9fdffba303a68281bbc56c821b8da1e4d575f1a6ec4871247b509f057bad99d,0xb1fe4b7d2c3ceecb814cbcbe9af53a1aef8ed86249ea66847ed8f2e8b3647d27,BAT000517,DRG0517,Amoxicillin 250mg Variant-516,SUP001,Received,Distributor,ACT4707,2024-09-15,Delhi Cold Hub,4217,5758.47,Verified,Node_Chennai|Node_Hyderabad|Node_Delhi|Node_Mumbai,80.0,SC-SUP001-DRG0517,No,4.78,0.0,1,3,0.0,24.0,0,0,0
2069,0xf6087e0b98521d4b9193d0c76f8b38beb976f1a85c7f0e8b59a82ad4a371c80f,0xe9fdffba303a68281bbc56c821b8da1e4d575f1a6ec4871247b509f057bad99d,BAT000518,DRG0518,Amoxicillin 250mg Variant-517,SUP017,Production,Manufacturer,ACT7690,2025-10-09,Jaipur Depot,3725,8095.89,Verified,Node_Hyderabad|Node_Delhi|Node_Mumbai|Node_Chennai|Node_Bengaluru,100.0,SC-SUP017-DRG0518,No,2.15,0.0,1,3,0.0,0.0,0,0,0
2070,0xc8e7a834b816ab9a7234d3787bc6d504117414e5bd4cd8f6deac46502c3c5ba4,0xf6087e0b98521d4b9193d0c76f8b38beb976f1a85c7f0e8b59a82ad4a371c80f,BAT000518,DRG0518,Amoxicillin 250mg Variant-517,SUP017,Quality_Check,QC_Inspector,ACT5749,2025-10-10,Mumbai Warehouse,3725,8095.89,Verified,Node_Chennai|Node_Hyderabad|Node_Mumbai|Node_Delhi|Node_Bengaluru,100.0,SC-SUP017-DRG0518,No,5.99,0.0,1,3,0.0,24.0,0,0,0
2071,0xa0a714eaba2ca97bbb20842b04b4af99f4ae8b6a6f679319a82bf4c844cda906,0xc8e7a834b816ab9a7234d3787bc6d504117414e5bd4cd8f6deac46502c3c5ba4,BAT000518,DRG0518,Amoxicillin 250mg Variant-517,SUP017,Dispatch,Logistics_Manager,ACT2326,2025-10-13,Lucknow Store,3725,8095.89,Verified,Node_Chennai|Node_Bengaluru|Node_Mumbai|Node_Delhi,80.0,SC-SUP017-DRG0518,No,7.78,0.0,1,3,0.0,72.0,0,0,0
2072,0xc06804a1d98a7aaf08017fdd7d43772fdc012e8f6193e0b1296344400649b648,0xa0a714eaba2ca97bbb20842b04b4af99f4ae8b6a6f679319a82bf4c844cda906,BAT000518,DRG0518,Amoxicillin 250mg Variant-517,SUP017,Received,Distributor,ACT7351,2025-10-16,Chennai Port,3725,8095.89,Verified,Node_Bengaluru|Node_Hyderabad|Node_Mumbai|Node_Delhi,80.0,SC-SUP017-DRG0518,No,5.75,0.0,1,3,0.0,72.0,0,0,0
2073,0x80d1665174be03e47755dcbf89e1a1cf5dbc3bb892eb61f1d42d9aa4e29c6af1,0xc06804a1d98a7aaf08017fdd7d43772fdc012e8f6193e0b1296344400649b648,BAT000519,DRG0519,Amoxicillin 250mg Variant-518,SUP008,Production,Manufacturer,ACT2152,2025-07-21,Ahmedabad Hub,2426,5800.08,Verified,Node_Delhi|Node_Mumbai|Node_Bengaluru,60.0,SC-SUP008-DRG0519,No,4.88,0.0,1,2,0.0,0.0,1,0,0
2074,0x079cf032de4a26c5d630fde42cfa6705dd2c64daf2d998dc2b5ba7fd942bcb8c,0x80d1665174be03e47755dcbf89e1a1cf5dbc3bb892eb61f1d42d9aa4e29c6af1,BAT000519,DRG0519,Amoxicillin 250mg Variant-518,SUP008,Quality_Check,QC_Inspector,ACT8037,2025-07-22,Mumbai Warehouse,2426,5800.08,Verified,Node_Bengaluru|Node_Delhi|Node_Mumbai,60.0,SC-SUP008-DRG0519,No,7.9,0.0,2,2,0.0,24.0,1,0,0
2075,0xaa12a43ba756bb67e5fd76a988257d5cb58c6919d2248462c6ff70ca8fbb7f44,0x079cf032de4a26c5d630fde42cfa6705dd2c64daf2d998dc2b5ba7fd942bcb8c,BAT000519,DRG0519,Amoxicillin 250mg Variant-518,SUP008,Dispatch,Logistics_Manager,ACT8725,2025-07-25,Pune Distribution,2426,5800.08,Verified,Node_Delhi|Node_Mumbai|Node_Hyderabad|Node_Bengaluru,80.0,SC-SUP008-DRG0519,No,5.22,0.0,1,2,0.0,72.0,0,0,0
2076,0x05443f5bc680cd1a7e8d34e1457d806853b27622a77181da0449093539f2556e,0xaa12a43ba756bb67e5fd76a988257d5cb58c6919d2248462c6ff70ca8fbb7f44,BAT000519,DRG0519,Amoxicillin 250mg Variant-518,SUP008,Received,Distributor,ACT6425,2025-07-28,Pune Distribution,2426,5800.08,Verified,Node_Hyderabad|Node_Chennai|Node_Mumbai|Node_Bengaluru|Node_Delhi,100.0,SC-SUP008-DRG0519,No,8.15,0.0,1,2,0.0,72.0,0,0,0
2077,0x9e7537e1f8e5be4a87afa579c718916e7e7724d4064547e4570baa57ff8199f2,0x05443f5bc680cd1a7e8d34e1457d806853b27622a77181da0449093539f2556e,BAT000520,DRG0520,Amoxicillin 250mg Variant-519,SUP002,Production,Manufacturer,ACT7271,2024-11-23,Kolkata Cold Chain,98,5526.94,Verified,Node_Delhi|Node_Chennai|Node_Bengaluru|Node_Mumbai,80.0,SC-SUP002-DRG0520,No,7.1,0.0,1,2,0.0,0.0,0,0,0
2078,0x93fe2fb677703babd4ff326afa3799c5a327cbf5cb0f9174492a8d6882cdd7ec,0x9e7537e1f8e5be4a87afa579c718916e7e7724d4064547e4570baa57ff8199f2,BAT000520,DRG0520,Amoxicillin 250mg Variant-519,SUP002,Quality_Check,QC_Inspector,ACT1150,2024-11-28,Hyderabad Depot,98,5526.94,Verified,Node_Bengaluru|Node_Hyderabad|Node_Mumbai|Node_Chennai,80.0,SC-SUP002-DRG0520,No,5.03,0.0,1,2,0.0,120.0,0,0,0
2079,0x41d8572aaf9e340aceb740f1859dadb778dd16f87724ea8fabc3d983fbdf486a,0x93fe2fb677703babd4ff326afa3799c5a327cbf5cb0f9174492a8d6882cdd7ec,BAT000520,DRG0520,Amoxicillin 250mg Variant-519,SUP002,Dispatch,Logistics_Manager,ACT6468,2024-11-29,Ahmedabad Hub,98,5526.94,Verified,Node_Hyderabad|Node_Bengaluru|Node_Chennai,60.0,SC-SUP002-DRG0520,No,3.42,0.0,1,2,0.0,24.0,1,0,0
2080,0x49b3d6dd8ad129dc3ec35ca1202b983c422ebce5185e995540e9619eae2543d8,0x41d8572aaf9e340aceb740f1859dadb778dd16f87724ea8fabc3d983fbdf486a,BAT000520,DRG0520,Amoxicillin 250mg Variant-519,SUP002,Received,Distributor,ACT1119,2024-12-04,Hyderabad Depot,98,5526.94,Verified,Node_Hyderabad|Node_Chennai|Node_Mumbai|Node_Delhi|Node_Bengaluru,100.0,SC-SUP002-DRG0520,No,3.84,0.0,1,2,0.0,120.0,0,0,0
2081,0xd775c214375acd3d57020126ddc01856d6506b032e1e5156fcd64ac7cf7d8918,0x49b3d6dd8ad129dc3ec35ca1202b983c422ebce5185e995540e9619eae2543d8,BAT000521,DRG0521,Amoxicillin 250mg Variant-520,SUP001,Production,Manufacturer,ACT7466,2025-06-16,Chennai Port,2099,5651.03,Verified,Node_Delhi|Node_Bengaluru|Node_Mumbai,60.0,SC-SUP001-DRG0521,No,6.93,0.0,1,3,0.0,0.0,1,0,0
2082,0x7d672e2ad44a682e64afa82db3c697f0c8103ad28c4616e046996f4c3812744c,0xd775c214375acd3d57020126ddc01856d6506b032e1e5156fcd64ac7cf7d8918,BAT000521,DRG0521,Amoxicillin 250mg Variant-520,SUP001,Quality_Check,QC_Inspector,ACT3243,2025-06-20,Kolkata Cold Chain,2099,5651.03,Verified,Node_Mumbai|Node_Chennai|Node_Delhi,60.0,SC-SUP001-DRG0521,No,4.2,0.0,1,3,0.0,96.0,1,0,0
2083,0xe59bf9598fa5217ccadb5ecf4d237c3c74578442f919e74531ddccebc05a3027,0x7d672e2ad44a682e64afa82db3c697f0c8103ad28c4616e046996f4c3812744c,BAT000521,DRG0521,Amoxicillin 250mg Variant-520,SUP001,Dispatch,Logistics_Manager,ACT1489,2025-06-25,Delhi Cold Hub,2099,5651.03,Verified,Node_Chennai|Node_Mumbai|Node_Bengaluru,60.0,SC-SUP001-DRG0521,No,6.6,0.0,2,3,0.0,120.0,1,0,0
2084,0xe17444003d405138d1c575220e67081271fe4d043b7b20793b4385d09573e669,0xe59bf9598fa5217ccadb5ecf4d237c3c74578442f919e74531ddccebc05a3027,BAT000521,DRG0521,Amoxicillin 250mg Variant-520,SUP001,Received,Distributor,ACT4474,2025-06-26,Hyderabad Depot,2099,5651.03,Verified,Node_Hyderabad|Node_Mumbai|Node_Chennai|Node_Bengaluru|Node_Delhi,100.0,SC-SUP001-DRG0521,No,3.17,0.0,2,3,0.0,24.0,0,0,0
2085,0x7a9d50d0704a23075ccfaefd0cf082f3362d5b339bbf4575353b51908175a982,0xe17444003d405138d1c575220e67081271fe4d043b7b20793b4385d09573e669,BAT000522,DRG0522,Amoxicillin 250mg Variant-521,SUP007,Production,Manufacturer,ACT7699,2025-07-30,Kolkata Cold Chain,1602,487.87,Verified,Node_Mumbai|Node_Chennai|Node_Bengaluru|Node_Delhi|Node_Hyderabad,100.0,SC-SUP007-DRG0522,No,6.07,0.0,1,2,0.0,0.0,0,0,0
2086,0x5c5e87cf08a8e37905c19be4eccab255f1fb3f9e4417a5073b0730a547e4a4ae,0x7a9d50d0704a23075ccfaefd0cf082f3362d5b339bbf4575353b51908175a982,BAT000522,DRG0522,Amoxicillin 250mg Variant-521,SUP007,Quality_Check,QC_Inspector,ACT3547,2025-08-02,Ahmedabad Hub,1602,487.87,Verified,Node_Bengaluru|Node_Delhi|Node_Hyderabad,60.0,SC-SUP007-DRG0522,No,5.01,0.0,1,2,0.0,72.0,1,0,0
2087,0x5bc8bd950adda07c95c8036b82165adad24f49a2d8d30f62074381ac6f91637a,0x5c5e87cf08a8e37905c19be4eccab255f1fb3f9e4417a5073b0730a547e4a4ae,BAT000522,DRG0522,Amoxicillin 250mg Variant-521,SUP007,Dispatch,Logistics_Manager,ACT5804,2025-08-04,Hyderabad Depot,1602,487.87,Verified,Node_Delhi|Node_Chennai|Node_Hyderabad|Node_Bengaluru,80.0,SC-SUP007-DRG0522,No,1.83,0.0,1,2,0.0,48.0,0,0,0
2088,0x05e2884a40beec9d5b05cc77bc1bed0b95cfffdd1c73f9c8bd3a19c636053bcd,0x5bc8bd950adda07c95c8036b82165adad24f49a2d8d30f62074381ac6f91637a,BAT000522,DRG0522,Amoxicillin 250mg Variant-521,SUP007,Received,Distributor,ACT7681,2025-08-08,Kolkata Cold Chain,1602,487.87,Verified,Node_Bengaluru|Node_Chennai|Node_Mumbai|Node_Hyderabad,80.0,SC-SUP007-DRG0522,No,2.46,0.0,1,2,0.0,96.0,0,0,0
2089,0xe0e57d66b2a090996f2dfa2c61fee10306af51fefc2c4906659d99c37297a3f7,0x05e2884a40beec9d5b05cc77bc1bed0b95cfffdd1c73f9c8bd3a19c636053bcd,BAT000523,DRG0523,Amoxicillin 250mg Variant-522,SUP011,Production,Manufacturer,ACT5499,2024-10-07,Hyderabad Depot,4161,1581.35,Verified,Node_Chennai|Node_Hyderabad|Node_Mumbai|Node_Delhi|Node_Bengaluru,100.0,SC-SUP011-DRG0523,No,6.54,0.0,1,2,0.0,0.0,0,0,0
2090,0xf6d2c02140f0f114ce1ffc5fac7391204fa8242a8f0458f7f69d193d9eb04600,0xe0e57d66b2a090996f2dfa2c61fee10306af51fefc2c4906659d99c37297a3f7,BAT000523,DRG0523,Amoxicillin 250mg Variant-522,SUP011,Quality_Check,QC_Inspector,ACT4611,2024-10-09,Kolkata Cold Chain,4161,1581.35,Verified,Node_Delhi|Node_Bengaluru|Node_Mumbai,60.0,SC-SUP011-DRG0523,No,2.99,0.0,2,2,0.0,48.0,1,0,0
2091,0xd045e417ed996d32ed6646d045e62e7fd8aed587b06c6f679673777430fb67fc,0xf6d2c02140f0f114ce1ffc5fac7391204fa8242a8f0458f7f69d193d9eb04600,BAT000523,DRG0523,Amoxicillin 250mg Variant-522,SUP011,Dispatch,Logistics_Manager,ACT2113,2024-10-13,Chennai Port,4161,1581.35,Verified,Node_Bengaluru|Node_Chennai|Node_Mumbai|Node_Hyderabad,80.0,SC-SUP011-DRG0523,No,2.66,0.0,1,2,0.0,96.0,0,0,0
2092,0xda2a83efbeafb6d059b776e70ea9ffec0d561a60500bd515b7ed6c971494bd10,0xd045e417ed996d32ed6646d045e62e7fd8aed587b06c6f679673777430fb67fc,BAT000523,DRG0523,Amoxicillin 250mg Variant-522,SUP011,Received,Distributor,ACT4566,2024-10-16,Kolkata Cold Chain,4161,1581.35,Verified,Node_Hyderabad|Node_Bengaluru|Node_Chennai,60.0,SC-SUP011-DRG0523,No,2.24,0.0,1,2,0.0,72.0,1,0,0
